EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,PayRate,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Original DS,LastName_Employee,FirstName_Employee
1409070522,0,0,1,1,5,4,0,20.0,0,19,ProductionTechnicianI,MA,1960.0,1983-07-10 00:00:00,M ,Single,USCitizen,No,White,2011-05-07 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,MichaelAlbert,22.0,MBTAads,Exceeds,2.51,5,0,2019-01-17 00:00:00,0.0,Orig,Adinolfi,Wilson  K
1409070255,0,2,0,1,5,3,0,24.0,0,19,ProductionTechnicianI,MA,2093.0,1967-06-05 00:00:00,F,Divorced,USCitizen,No,BlackorAfricanAmerican,Unknown,Unknown,N/A-stillemployed,Active,Production       ,BrannonMiller,12.0,Billboard,FullyMeets,4.21,5,0,2019-01-14 00:00:00,0.0,Orig,Tippett,Jeanette
1409070245,0,0,0,5,5,3,1,14.0,1,19,ProductionTechnicianI,MA,1760.0,1968-05-30 00:00:00,F,Single,USCitizen,No,BlackorAfricanAmerican,2012-02-04 00:00:00,2015-11-11 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,KelleySpirea,18.0,DiversityJobFair,FullyMeets,4.18,4,0,Unknown,Unknown,Orig,Meads,Elizabeth
1409070147,0,0,0,1,5,3,0,51.0,0,18,ProductionManager,MA,1731.0,1973-11-28 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,JanetKing,2.0,SearchEngine-GoogleBingYahoo,FullyMeets,4.52,4,0,2019-01-15 00:00:00,0.0,Orig,Dunn,Amy
1408069882,0,0,0,1,5,3,0,16.0,0,19,ProductionTechnicianI,MA,1775.0,1991-01-28 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,BrannonMiller,12.0,ProfessionalSociety,FullyMeets,3.99,3,0,2019-01-14 00:00:00,0.0,Orig,Ivey,Rose
1408069635,0,3,0,3,5,3,1,20.0,0,19,ProductionTechnicianI,MA,2043.0,1969-10-30 00:00:00,F,Separated,USCitizen,No,BlackorAfricanAmerican,2013-11-11 00:00:00,Unknown,N/A-stillemployed,LeaveofAbsence,Production       ,KissySullivan,20.0,DiversityJobFair,FullyMeets,2.83,5,0,2019-01-21 00:00:00,0.0,Orig,Bugali,Josephine
1408069539,0,0,0,1,5,3,0,17.0,0,19,ProductionTechnicianI,MA,2451.0,1992-06-18 00:00:00,F,Single,USCitizen,Yes,White,2013-11-11 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KetsiaLiebig,19.0,Glassdoor,FullyMeets,1.94,5,0,2019-02-18 00:00:00,0.0,Orig,Gold,Shenice
1408069503,0,0,1,3,5,3,1,26.0,0,20,ProductionTechnicianII,MA,2127.0,1976-12-03 00:00:00,M ,Single,USCitizen,No,Hispanic,2012-09-01 00:00:00,Unknown,N/A-stillemployed,LeaveofAbsence,Production       ,KelleySpirea,18.0,DiversityJobFair,FullyMeets,2.5,4,0,2019-01-31 00:00:00,0.0,Orig,Moran,Patrick
1408069481,0,0,0,1,6,1,0,55.0,0,3,AreaSalesManager,WA,98052.0,1987-05-14 00:00:00,F,Single,USCitizen,Yes,White,Unknown,Unknown,N/A-stillemployed,Active,Sales,JohnSmith,17.0,WebsiteBannerAds,PIP,2.3,1,0,2019-01-29 00:00:00,0.0,Orig,Dietrich,Jenna
1408069409,0,0,0,5,5,3,0,19.0,1,19,ProductionTechnicianI,MA,1810.0,1979-01-17 00:00:00,F,Single,USCitizen,No,Asian,Unknown,Unknown,returntoschool,VoluntarilyTerminated,Production       ,KissySullivan,20.0,Monster.com,FullyMeets,4.88,3,0,Unknown,Unknown,Orig,Leach,Dallas
1407069280,1,1,1,2,5,4,0,24.75,0,19,ProductionTechnicianI,MA,2134.0,1980-08-26 00:00:00,M ,Married,USCitizen,No,White,2016-06-07 00:00:00,Unknown,N/A-Hasnotstartedyet,FutureStart,Production       ,BrannonMiller,12.0,EmployeeReferral,Exceeds,1.97,4,0,2019-02-28 00:00:00,0.0,Orig,Clukey,Elijian
1407069061,0,0,0,1,5,3,0,14.0,0,19,ProductionTechnicianI,MA,2718.0,1968-08-15 00:00:00,F,Single,EligibleNonCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,Glassdoor,FullyMeets,2.77,5,0,2019-01-31 00:00:00,0.0,Orig,Sutwell,Barbara
1407068885,1,1,0,1,3,3,0,39.55,0,9,DataAnalyst,MA,1886.0,1981-10-11 00:00:00,F,Married,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,IT/IS,SimonRoup,4.0,EmployeeReferral,FullyMeets,3.69,5,6,2019-02-14 00:00:00,0.0,Orig,Roby,Lori
1406068403,0,2,1,1,3,4,1,35.5,0,9,DataAnalyst,TX,78230.0,1988-07-04 00:00:00,M ,Divorced,USCitizen,No,BlackorAfricanAmerican,2014-10-11 00:00:00,Unknown,N/A-stillemployed,Active,IT/IS,SimonRoup,4.0,DiversityJobFair,Exceeds,4.28,4,5,2019-02-25 00:00:00,0.0,Orig,Murray,Thomas
1406068345,1,1,0,5,5,3,0,28.75,1,20,ProductionTechnicianII,MA,2129.0,1953-05-24 00:00:00,F,Married,USCitizen,No,White,Unknown,2012-08-07 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,ElijiahGray,16.0,SearchEngine-GoogleBingYahoo,FullyMeets,3.93,3,0,Unknown,Unknown,Orig,Tejeda,Lenora
1406068293,1,1,0,5,5,3,0,20.0,1,19,ProductionTechnicianI,MA,1701.0,1990-08-24 00:00:00,F,Married,USCitizen,No,White,2012-02-04 00:00:00,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,DavidStanley,14.0,SearchEngine-GoogleBingYahoo,FullyMeets,3.35,4,0,Unknown,Unknown,Orig,Brill,Donna
1406068241,1,1,1,1,5,3,0,21.0,0,19,ProductionTechnicianI,MA,1776.0,1982-09-02 00:00:00,M ,Married,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,SearchEngine-GoogleBingYahoo,FullyMeets,1.83,3,0,2019-02-22 00:00:00,0.0,Orig,Harrell,Ludwick
1406067957,0,0,0,1,5,3,0,26.0,0,20,ProductionTechnicianII,MA,2149.0,1987-05-21 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,KetsiaLiebig,19.0,Newspager/Magazine,FullyMeets,5.0,5,0,2019-02-07 00:00:00,0.0,Orig,McCarthy,Brigit
1406067865,1,1,0,5,5,3,0,17.0,1,19,ProductionTechnicianI,MA,2343.0,1991-09-05 00:00:00,F,Married,USCitizen,No,White,2011-04-04 00:00:00,2013-06-06 00:00:00,military,VoluntarilyTerminated,Production       ,KissySullivan,20.0,SearchEngine-GoogleBingYahoo,FullyMeets,5.0,3,0,Unknown,Unknown,Orig,Eaton,Marianne
1405067642,1,1,0,1,5,4,0,22.0,0,19,ProductionTechnicianI,MA,2171.0,1973-01-12 00:00:00,F,Married,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Production       ,WebsterButler,Unknown,SearchEngine-GoogleBingYahoo,Exceeds,4.36,5,0,2019-02-11 00:00:00,0.0,Orig,Rivera,Haley
1405067565,1,1,1,3,5,3,0,22.0,0,20,ProductionTechnicianII,MA,1770.0,1979-03-19 00:00:00,M ,Married,USCitizen,No,White,2013-08-07 00:00:00,Unknown,N/A-stillemployed,LeaveofAbsence,Production       ,KelleySpirea,18.0,InformationSession,FullyMeets,4.0,3,0,2019-02-18 00:00:00,0.0,Orig,Linden,Mathew
1405067501,1,1,0,5,5,3,1,15.0,1,19,ProductionTechnicianI,MA,1801.0,1975-04-03 00:00:00,F,Married,Non-Citizen,No,Twoormoreraces,Unknown,2013-01-04 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,WebsterButler,39.0,DiversityJobFair,FullyMeets,2.52,5,0,Unknown,Unknown,Orig,Tavares,Desiree
1405067492,0,0,1,5,5,3,0,18.0,1,19,ProductionTechnicianI,MA,2155.0,1987-03-18 00:00:00,M ,Single,USCitizen,No,White,2011-04-04 00:00:00,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,KissySullivan,20.0,SearchEngine-GoogleBingYahoo,FullyMeets,5.0,5,0,Unknown,Unknown,Orig,Rossetti,Bruno
1405067298,1,1,0,1,5,3,0,55.0,0,18,ProductionManager,MA,1776.0,1978-03-28 00:00:00,F,Married,USCitizen,No,BlackorAfricanAmerican,2009-08-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,JanetKing,2.0,Billboard,FullyMeets,3.73,4,0,2019-01-24 00:00:00,0.0,Orig,Sullivan,Kissy
1405067188,0,0,1,5,5,4,0,29.0,1,20,ProductionTechnicianII,MA,2045.0,1958-11-07 00:00:00,M ,Single,USCitizen,No,White,2013-07-01 00:00:00,Unknown,retiring,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,ProfessionalSociety,Exceeds,1.67,3,0,Unknown,Unknown,Orig,Winthrop,Jordan
1405067138,0,2,0,5,5,4,0,21.0,1,19,ProductionTechnicianI,MA,2359.0,1973-03-26 00:00:00,F,Divorced,USCitizen,No,White,Unknown,Unknown,unhappy,VoluntarilyTerminated,Production       ,DavidStanley,14.0,MBTAads,Exceeds,1.97,4,0,Unknown,Unknown,Orig,Squatrito,Kristen
1405067064,1,1,0,1,5,3,0,24.0,0,19,ProductionTechnicianI,MA,2127.0,1977-03-23 00:00:00,F,Married,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,MichaelAlbert,22.0,WordofMouth,FullyMeets,4.2,4,0,2019-02-22 00:00:00,0.0,Orig,Handschiegl,Joanne
1404066949,1,1,1,1,5,4,0,16.0,0,19,ProductionTechnicianI,MA,2478.0,1976-12-11 00:00:00,M ,Married,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,KelleySpirea,18.0,On-campusRecruiting,Exceeds,2.86,3,0,2019-02-07 00:00:00,0.0,Orig,Osturnka,Adeel
1404066739,0,0,0,5,5,3,0,20.0,1,19,ProductionTechnicianI,MA,2066.0,1965-05-09 00:00:00,F,Single,USCitizen,No,White,2011-05-07 00:00:00,2011-05-09 00:00:00,returntoschool,VoluntarilyTerminated,Production       ,AmyDunn,11.0,Billboard,FullyMeets,3.98,4,0,Unknown,Unknown,Orig,Theamstern,Sophia
1404066711,1,1,1,1,5,3,0,27.0,0,20,ProductionTechnicianII,MA,1450.0,1992-08-17 00:00:00,M ,Married,USCitizen,No,White,2011-07-11 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,DavidStanley,14.0,ProfessionalSociety,FullyMeets,2.67,3,0,2019-01-08 00:00:00,0.0,Orig,Monkfish,Erasumus
1404066622,1,1,0,1,5,4,0,20.0,0,19,ProductionTechnicianI,MA,1886.0,1974-05-02 00:00:00,F,Married,USCitizen,No,White,2014-12-05 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,AmyDunn,11.0,Monster.com,Exceeds,4.76,4,0,2019-02-15 00:00:00,0.0,Orig,Harrison,Kara
1403066194,0,0,0,1,5,3,0,22.0,0,19,ProductionTechnicianI,MA,1915.0,1970-10-27 00:00:00,F,Single,EligibleNonCitizen,No,White,2011-04-04 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,SearchEngine-GoogleBingYahoo,FullyMeets,5.0,5,0,2019-01-14 00:00:00,0.0,Orig,Beatrice,Courtney
1403066125,0,0,0,1,5,2,0,27.0,0,20,ProductionTechnicianII,MA,2171.0,1990-09-21 00:00:00,F,Single,USCitizen,No,White,2011-04-04 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,MichaelAlbert,22.0,Monster.com,NeedsImprovement,1.16,3,0,2019-02-27 00:00:00,0.0,Orig,Blount,Dianna
1403066069,1,1,0,1,5,3,0,15.75,0,19,ProductionTechnicianI,MA,2189.0,1977-03-31 00:00:00,F,Married,USCitizen,Yes,White,2015-05-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KelleySpirea,18.0,Billboard,FullyMeets,4.73,5,0,2019-02-14 00:00:00,0.0,Orig,Cornett,Lisa
1403066020,0,3,0,1,5,4,1,15.0,0,19,ProductionTechnicianI,MA,1810.0,1967-06-03 00:00:00,F,Separated,USCitizen,No,Asian,2013-01-04 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,BrannonMiller,12.0,DiversityJobFair,Exceeds,1.12,3,0,2019-02-13 00:00:00,0.0,Orig,Ngodup,Shari
1403065874,1,1,1,5,5,2,0,42.0,1,18,ProductionManager,MA,2128.0,1976-11-15 00:00:00,M ,Married,USCitizen,No,Asian,Unknown,Unknown,unhappy,VoluntarilyTerminated,Production       ,JanetKing,2.0,Other,NeedsImprovement,2.34,2,0,Unknown,Unknown,Orig,Immediato,Walter
1403065721,0,0,0,1,6,3,0,55.0,0,3,AreaSalesManager,VT,5664.0,1963-05-15 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Sales,JohnSmith,17.0,Billboard,FullyMeets,5.0,5,0,2019-01-21 00:00:00,0.0,Orig,Carter,Michelle
1403065625,1,1,0,4,5,2,0,16.0,1,19,ProductionTechnicianI,MA,1460.0,1985-01-07 00:00:00,F,Married,USCitizen,No,White,2011-10-01 00:00:00,Unknown,attendance,TerminatedforCause,Production       ,KetsiaLiebig,19.0,Glassdoor,NeedsImprovement,3.6,3,0,Unknown,Unknown,Orig,Robinson,Cherly
1402065355,1,1,0,5,5,3,0,38.5,1,18,ProductionManager,MA,2030.0,1977-05-09 00:00:00,F,Married,USCitizen,No,White,Unknown,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,JanetKing,2.0,InternetSearch,FullyMeets,4.16,5,0,Unknown,Unknown,Orig,Peterson,Ebonee
1402065340,0,2,0,5,5,3,0,26.0,1,20,ProductionTechnicianII,MA,1902.0,1981-09-05 00:00:00,F,Divorced,EligibleNonCitizen,No,White,Unknown,Unknown,returntoschool,VoluntarilyTerminated,Production       ,DavidStanley,14.0,SearchEngine-GoogleBingYahoo,FullyMeets,2.19,4,0,Unknown,Unknown,Orig,Roberson,May
1402065303,0,0,0,1,6,3,0,54.0,0,21,SalesManager,VT,5473.0,1990-04-19 00:00:00,F,Single,USCitizen,No,White,2014-05-05 00:00:00,Unknown,N/A-stillemployed,Active,Sales,DebraHoulihan,15.0,PayPerClick-Google,FullyMeets,4.62,4,0,2019-01-24 00:00:00,0.0,Orig,Daneault,Lynn
1402065085,0,0,0,1,5,3,0,24.0,0,20,ProductionTechnicianII,MA,2324.0,1987-09-27 00:00:00,F,Single,USCitizen,No,BlackorAfricanAmerican,Unknown,Unknown,N/A-stillemployed,Active,Production       ,WebsterButler,Unknown,Newspager/Magazine,FullyMeets,4.0,4,0,2019-01-07 00:00:00,0.0,Orig,Fancett,Nicole
1401064670,1,1,0,4,4,2,0,48.5,1,24,SoftwareEngineer,MA,1749.0,1987-05-15 00:00:00,F,Married,USCitizen,No,BlackorAfricanAmerican,2011-02-05 00:00:00,2013-05-06 00:00:00,attendance,TerminatedforCause,Software Engineering,AlexSweetwater,10.0,Billboard,NeedsImprovement,2.55,5,4,Unknown,Unknown,Orig,Exantus,Susan
1401064637,0,0,0,1,6,3,0,55.0,0,3,AreaSalesManager,OR,97756.0,1965-05-07 00:00:00,F,Single,USCitizen,No,BlackorAfricanAmerican,Unknown,Unknown,N/A-stillemployed,Active,Sales,LynnDaneault,21.0,Monster.com,FullyMeets,3.69,3,0,2019-01-28 00:00:00,0.0,Orig,Terry,Sharlene
